FID,Block Number,x1,y1,dma,Subscription Number,zone,status
2220,2668,32.9188453,24.09492236,1,722262,1135,water
2221,2669,32.91875257,24.09436053,1,0,1035,illegal
2222,2670,32.91866235,24.0943793,1,0,1135,illegal
2223,2671,32.91863415,24.09431231,1,0,1135,illegal
2224,2672,32.91872214,24.0942829,1,0,1135,illegal
2225,2673,32.91818352,24.09462671,1,621913,1135,water
2226,2674,32.91820421,24.09470156,1,37149,1135,water
2227,2675,32.91812041,24.09472369,1,24875,1135,water
2228,2676,32.91814716,24.09481011,1,0,1135,illegal
2229,2677,32.9182355,24.0947938,1,15151,1135,water
2230,2678,32.91825563,24.09486526,1,23066,1135,water
2231,2679,32.91819128,24.09488076,1,0,1135,illegal
2232,2680,32.91811858,24.09489656,1,33591,1135,water
2233,2681,32.91802147,24.09491988,1,23041,1135,water
2234,2682,32.91798105,24.09484973,1,74229,1135,water
2235,2683,32.91805827,24.09482837,1,37209,1135,water
2236,2684,32.91802883,24.09474074,1,719867,1135,water
2237,2685,32.91794519,24.09475425,1,68758,1135,water
2238,2686,32.91793002,24.09468278,1,17114,1135,water
2239,2688,32.91803364,24.09465933,1,0,1135,illegal
2240,2689,32.91812301,24.0946397,1,0,1135,illegal
2241,2691,32.91781298,24.09478716,1,0,1135,water
2242,2692,32.91785492,24.09488094,1,74343,1135,water
2243,2694,32.91788053,24.09495336,1,68590,1135,water
2244,2695,32.9177936,24.09497349,1,0,1135,illegal
2245,2696,32.91774259,24.09498133,1,719956,1135,water
2246,2697,32.91772465,24.09491345,1,0,1135,non-user
2247,2698,32.91777085,24.09490235,1,23072,1135,water
2248,2701,32.91771255,24.09481219,1,44326,1135,water
2249,2702,32.9176986,24.09473783,1,51597,1135,water
2250,2703,32.91779514,24.09471424,1,603485,1135,water
2251,2704,32.91780195,24.09563356,1,30115,1135,water
2252,2705,32.91788576,24.09562365,1,30132,1135,water
2253,2706,32.91798085,24.09560549,1,37190,1135,water
2254,2707,32.91806069,24.09557528,1,37166,1135,water
2255,2708,32.91808057,24.09565785,1,0,1135,non-user
2256,2709,32.91810223,24.0957517,1,37801,1135,water
2257,2710,32.91811817,24.09581934,1,23361,1135,water
2258,2711,32.91803843,24.09583547,1,615159,1135,water
2259,2712,32.91795225,24.09585247,1,24798,1135,water
2260,2713,32.91787409,24.09586877,1,33793,1135,water
2261,2714,32.91785423,24.09580247,1,687867,1135,water
2262,2715,32.91782525,24.0957093,1,622515,1135,water
2263,2716,32.91817467,24.09555943,1,0,1135,illegal
2264,2717,32.91823463,24.09554662,1,0,1135,illegal
2265,2718,32.91831206,24.0955297,1,0,1135,
2266,2719,32.91841689,24.09550804,1,68511,1135,water
2267,2720,32.91856113,24.09548038,1,0,1135,illegal
2268,2721,32.91863944,24.09546372,1,616540,1135,water
2269,2722,32.91872257,24.09544609,1,68511,1135,water
2270,2723,32.9188086,24.09542784,1,22322,1135,water
2271,2724,32.91883492,24.0955,1,29701,1135,water
2272,2725,32.91874475,24.09552055,1,73795,1135,water
2273,2726,32.91865209,24.09554237,1,37243,1135,water
2274,2727,32.91857198,24.09556065,1,27075,1135,water
2275,2728,32.91843734,24.09558794,1,625619,1135,water
2276,2729,32.91833047,24.09560916,1,68739,1135,water
2277,2730,32.91825886,24.09562358,1,68645,1135,water
2278,2731,32.91819977,24.09563518,1,0,1135,water
2279,2732,32.91821691,24.09574163,1,71693,1135,water
2280,2733,32.91827627,24.09572779,1,74305,1135,water
2281,2734,32.91836,24.09570835,1,68402,1135,water
2282,2735,32.91846538,24.09568389,1,37128,1135,water
2283,2736,32.91874557,24.09569457,1,0,1135,illegal
2284,2737,32.91849049,24.09577529,1,0,1135,illegal
2285,2738,32.91840536,24.0957952,1,724518,1135,water
2286,2739,32.91834727,24.09580908,1,0,1135,illegal
2287,2740,32.91826749,24.0958281,1,24301,1135,water
2288,2741,32.91789924,24.09600094,1,68517,1135,water
2289,2742,32.91798112,24.09598511,1,718899,1135,water
2290,2743,32.91806314,24.09596946,1,722269,1135,water
2291,2744,32.91815208,24.0959522,1,68608,1135,water
2292,2745,32.91809939,24.0960406,1,725661,1135,water
2293,2746,32.9181185,24.09611941,1,37335,1135,water
2294,2747,32.91819405,24.09618417,1,37069,1135,water
2295,2748,32.91810106,24.09620321,1,613501,1135,water
2296,2749,32.91803967,24.09621502,1,0,1135,illegal
2297,2750,32.91795993,24.09623111,1,0,1135,illegal
2298,2751,32.91795012,24.09615965,1,33107,1135,water
2299,2752,32.91793223,24.09606988,1,74451,1135,water
2300,2753,32.91832711,24.09604764,1,0,1135,illegal
2301,2754,32.91841762,24.09602787,1,725526,1135,water
2302,2755,32.91847856,24.09601955,1,0,1135,water
2303,2756,32.91858521,24.09599998,1,0,1135,illegal
2304,2757,32.91861058,24.09610674,1,69616,1135,water
2305,2758,32.91862574,24.09617947,1,45965,1135,water
2306,2759,32.91864383,24.09628393,1,68996,1135,water
2307,2760,32.91865846,24.0963501,1,0,1135,illegal
2308,2761,32.91851016,24.09637539,1,0,1135,illegal
2309,2762,32.91842168,24.09639004,1,30802,1135,water
2310,2763,32.91838849,24.09632419,1,0,1135,illegal
2311,2764,32.91835945,24.09622262,1,0,1135,illegal
2312,2765,32.91834153,24.09615344,1,23359,1135,water
2313,2766,32.91822785,24.09631818,1,234570,1135,water
2314,2767,32.918275,24.09638708,1,24816,1135,water
2315,2768,32.91820919,24.09640197,1,718898,1135,water
2316,2769,32.91812975,24.09642036,1,1437085,1135,water
2317,2770,32.918029,24.09644445,1,680298,1135,water
2318,2771,32.91798391,24.09637203,1,719983,1135,water
2319,2772,32.91803917,24.09636033,1,0,1135,illegal
2320,2773,32.91811599,24.09634437,1,24889,1135,water
2321,2775,32.91888015,24.09606359,1,60569,1135,water
2322,2776,32.91916587,24.09590585,1,0,0,
2323,2777,32.91909987,24.09634332,1,718057,1135,water
2324,2778,32.91923898,24.09634074,1,719873,1135,water
2325,2779,32.91933722,24.09633219,1,717400,1135,water
2326,2780,32.91965969,24.09583153,1,0,1135,illegal
2327,2781,32.91974946,24.09584593,1,0,1135,illegal
2328,2782,32.91982329,24.09585836,1,718812,1135,water
2329,2783,32.91991497,24.09587046,1,0,1135,non-user
2330,2784,32.92005722,24.09589318,1,0,1135,non-user
2331,2786,32.92009151,24.0959704,1,0,1135,illegal
2332,2787,32.92000229,24.09595889,1,0,1135,non-user
2333,2788,32.91991844,24.09594811,1,719905,1135,water
2334,2789,32.91983045,24.09593777,1,724552,1135,water
2335,2790,32.91973684,24.09592399,1,0,1135,illegal
2336,2791,32.91964255,24.09591201,1,724109,1135,water
2337,2792,32.91962508,24.09603217,1,724119,1135,water
2338,2793,32.91969093,24.09604294,1,616541,1135,water
2339,2794,32.91977359,24.09605518,1,0,1135,illegal
2340,2795,32.91986173,24.09606822,1,719994,1135,water
2341,2796,32.91993758,24.09607967,1,0,1135,illegal
2342,2797,32.9200436,24.09609515,1,0,1135,illegal
2343,2798,32.91988973,24.09617077,1,718538,1135,water
2344,2799,32.91975197,24.09615299,1,716014,1135,water
2345,2800,32.91962803,24.09613691,1,725760,1135,water
2346,2801,32.91964793,24.09624828,1,716016,1135,water
2347,2802,32.91979302,24.09626206,1,0,1135,illegal
2348,2803,32.91989496,24.09627105,1,722216,1135,water
2349,2804,32.91984963,24.09634994,1,717310,1135,water
2350,2805,32.91973776,24.09633928,1,0,1135,illegal
2351,2806,32.91961639,24.09633133,1,719855,1135,water
2352,2807,32.91958629,24.09643376,1,724110,1135,water
2353,2808,32.91967104,24.09643603,1,724116,1135,water
2354,2809,32.91958445,24.09650494,1,0,1135,illegal
2355,2810,32.91958728,24.09659126,1,717956,1135,water
2356,2811,32.9195958,24.09668888,1,725676,1135,water
2357,2812,32.91960694,24.09677804,1,0,1135,illegal
2358,2813,32.91975994,24.09658651,1,0,1135,illegal
2359,2814,32.91975479,24.09667917,1,0,1135,illegal
2360,2815,32.9197551,24.09675613,1,0,1135,illegal
2361,2816,32.91997441,24.09690122,1,0,1135,illegal
2362,2817,32.91984947,24.09690165,1,0,1135,illegal
2363,2818,32.91975429,24.09702593,1,0,1135,illegal
2364,2819,32.91969539,24.09689619,1,0,1135,illegal
2365,2820,32.91962924,24.09690432,1,725673,1135,water
2366,2821,32.91955098,24.09690706,1,717954,1135,water
2367,2822,32.91946758,24.09685863,1,718922,1135,water
2368,2823,32.91934436,24.09686745,1,74429,1135,water
2369,2824,32.91935223,24.09680419,1,0,1135,illegal
2370,2825,32.91946153,24.09669166,1,0,1135,illegal
2371,2826,32.91936175,24.09665705,1,0,1135,illegal
2372,2827,32.919264,24.09665754,1,0,1135,illegal
2373,2828,32.91917064,24.09665964,1,724523,1135,water
2374,2829,32.91908841,24.09666164,1,65890,1135,water
2375,2830,32.91908802,24.09654006,1,716438,1135,water
2376,2831,32.91920604,24.09653186,1,716802,1135,water
2377,2832,32.919377,24.09652045,1,0,1135,illegal
2378,2833,32.91945188,24.09651336,1,717959,1135,water
2379,2834,32.91894844,24.09663012,1,64783,1135,water
2380,2835,32.91885694,24.09665953,1,54302,1135,water
2381,2836,32.91885026,24.09657911,1,37810,1135,water
2382,2837,32.9188429,24.09649062,1,0,1135,illegal
2383,2838,32.91883791,24.0964234,1,69622,1135,water
2384,2839,32.91893237,24.09642271,1,24519,1135,water
2385,2840,32.91893761,24.09649244,1,719857,1135,water
2386,2841,32.9189424,24.09655027,1,0,1135,illegal
2387,2842,32.91873344,24.09667515,1,69700,1135,water
2388,2843,32.91864523,24.0967065,1,69667,1135,water
2389,2844,32.9186381,24.09663012,1,0,1135,illegal
2390,2845,32.91863186,24.09656628,1,24712,1135,water
2391,2846,32.91862498,24.0964886,1,24527,1135,water
2392,2847,32.91870771,24.09644607,1,63486,1135,water
2393,2848,32.91871343,24.09649707,1,0,1135,illegal
2394,2849,32.91872194,24.09657084,1,0,1135,illegal
2395,2850,32.91851014,24.09670519,1,69153,1135,water
2396,2851,32.91842538,24.09672188,1,611337,1135,water
2397,2852,32.91841544,24.09664086,1,0,1135,illegal
2398,2853,32.91840629,24.09656753,1,67733,1135,water
2399,2854,32.91839861,24.09649853,1,72384,1135,water
2400,2855,32.91848929,24.09648652,1,72384,1135,water
2401,2856,32.91849553,24.09655634,1,0,1135,illegal
2402,2857,32.91850202,24.09662191,1,67788,1135,water
2403,2858,32.91831068,24.09675701,1,27197,1135,water
2404,2859,32.91822168,24.09674479,1,0,1135,non-user
2405,2860,32.91821023,24.09665554,1,718859,1135,water
2406,2861,32.91820182,24.09659428,1,37362,1135,water
2407,2862,32.91819739,24.09654123,1,0,1135,non-user
2408,2863,32.91828086,24.09652459,1,717395,1135,water
2409,2864,32.91828995,24.09659754,1,0,1135,illegal
2410,2865,32.91830143,24.09668586,1,0,0,
2411,2866,32.91802,24.09668355,1,69147,1135,water
2412,2867,32.91791151,24.09670548,1,0,1135,illegal
2413,2868,32.91789253,24.09662269,1,37145,1135,water
2414,2869,32.9179999,24.09660282,1,718813,1135,water
2415,2870,32.91803647,24.0967836,1,68566,1135,water
2416,2871,32.91805649,24.09688212,1,609612,1135,water
2417,2872,32.91807746,24.0969903,1,616738,1135,water
2418,2874,32.91809661,24.09709741,1,62987,1135,water
2419,2875,32.91810862,24.09717351,1,49072,1135,water
2420,2876,32.91811666,24.09724412,1,69890,1135,water
2421,2877,32.91799708,24.09727555,1,0,1135,illegal
2422,2878,32.91791024,24.09728876,1,0,1135,illegal
2423,2879,32.9179496,24.09718797,1,21432,1135,water
2424,2880,32.91794385,24.09709219,1,0,1135,illegal
2425,2881,32.91793788,24.0970086,1,72158,1135,water
2426,2882,32.91792836,24.09692737,1,49964,1135,water
2427,2883,32.91791723,24.09680331,1,0,1135,illegal
2428,2884,32.91827998,24.09687872,1,626723,1135,water
2429,2885,32.9183915,24.09687318,1,0,1135,illegal
2430,2886,32.91848276,24.09686024,1,0,1135,illegal
2431,2887,32.91856664,24.09684144,1,69530,1135,water
2432,2888,32.91857465,24.09692339,1,0,1135,illegal
2433,2889,32.91857924,24.09702104,1,45121,1135,water
2434,2890,32.91858036,24.09709724,1,50717,1135,water
2435,2891,32.91848356,24.09709849,1,49496,1135,water
2436,2892,32.91840673,24.0971074,1,0,1135,non-user
2437,2893,32.91831685,24.09713186,1,724546,1135,water
2438,2894,32.91830679,24.09705516,1,23451,1135,water
2439,2895,32.91829058,24.09695208,1,0,1135,illegal
2440,2896,32.91884616,24.09678502,1,69562,1135,water
2441,2897,32.91891941,24.0968661,1,725523,1135,water
2442,2898,32.91892412,24.09694957,1,0,1135,illegal
2443,2899,32.91892646,24.09701325,1,0,1135,illegal
2444,2900,32.918813,24.09701885,1,610151,1135,water
2445,2902,32.91880214,24.09693654,1,724561,1135,water
2446,2904,32.91879593,24.09685435,1,719853,1135,water
2447,2905,32.91904331,24.09682134,1,0,1135,illegal
2448,2906,32.91911774,24.09681967,1,718822,1135,water
2449,2907,32.91919244,24.09681541,1,0,1135,illegal
2450,2908,32.91916764,24.09691514,1,60147,1135,water
2451,2909,32.91916187,24.09702752,1,718900,1135,water
2452,2910,32.91907451,24.09702817,1,50726,1135,water
2453,2911,32.91907002,24.09691908,1,0,1135,illegal
2454,2912,32.91931598,24.09697253,1,70848,1135,water
2455,2913,32.91937912,24.0970012,1,0,1135,water
2456,2914,32.91943444,24.09703401,1,74081,1135,water
2457,2915,32.91949554,24.09705931,1,0,1135,illegal
2458,2916,32.9195549,24.09709202,1,0,1135,illegal
2459,2917,32.91963914,24.0971273,1,0,1135,illegal
2460,2918,32.91972385,24.09715901,1,0,1135,illegal
2461,2919,32.91980897,24.09724608,1,0,1135,illegal
2462,2920,32.92033998,24.09738676,1,74227,1135,water
2463,2921,32.92069274,24.09750321,1,718982,1135,water
2464,2922,32.9208116,24.09754161,1,0,1135,illegal
2465,2923,32.92090587,24.0975636,1,717955,1135,water
2466,2924,32.92056916,24.09749133,1,0,1135,illegal
2467,2925,32.91991889,24.09729117,1,717386,1135,water
2468,2926,32.91989619,24.09735783,1,724135,1135,water
2469,2927,32.9198869,24.09738149,1,0,1135,illegal
2470,2928,32.91976034,24.09733953,1,0,1135,illegal
2471,2930,32.91960784,24.09722874,1,617403,1135,water
2472,2931,32.9194785,24.09715865,1,62896,1135,water
2473,2932,32.9194136,24.09712251,1,628752,1135,water
2474,2933,32.91936089,24.09709923,1,58263,1135,water
2475,2934,32.91929474,24.0970629,1,80847,1135,water
2476,2935,32.92075538,24.09770171,1,724141,1135,water
2477,2936,32.92063843,24.09788118,1,0,1135,illegal
2478,2938,32.92066559,24.09771447,1,716440,1135,water
2479,2939,32.92060221,24.09769798,1,0,1135,illegal
2480,2940,32.92052485,24.09764961,1,718826,1135,water
2481,2941,32.92042327,24.09763312,1,718857,1135,water
2482,2942,32.9203175,24.0976134,1,0,1135,illegal
2483,2943,32.92020753,24.09759208,1,0,1135,illegal
2484,2944,32.92006212,24.09766654,1,718837,1135,water
2485,2945,32.91994855,24.09764042,1,724134,1135,water
2486,2946,32.91997694,24.09754273,1,0,1135,illegal
2487,2947,32.92009021,24.09756862,1,0,1135,illegal
2488,2948,32.91983483,24.09759619,1,0,1135,illegal
2489,2949,32.9197238,24.09757674,1,44656,1135,water
2490,2950,32.91961288,24.09753943,1,0,1135,illegal
2491,2951,32.91948938,24.09751956,1,611247,1135,water
2492,2952,32.91954045,24.09745765,1,74452,1135,water
2493,2953,32.91954762,24.09732423,1,59112,1135,water
2494,2954,32.91944673,24.09740023,1,50130,1135,water
2495,2955,32.91937764,24.0974705,1,719981,1135,water
2496,2956,32.91931284,24.09741511,1,74299,1135,water
2497,2957,32.91924463,24.09738461,1,0,1135,illegal
2498,2958,32.91915297,24.09734169,1,0,1135,illegal
2499,2959,32.91901267,24.09741499,1,0,1135,illegal
2500,2960,32.91892279,24.0974235,1,0,1135,illegal
2501,2961,32.91905345,24.09728362,1,717371,1135,water
2502,2962,32.9189318,24.09731838,1,0,1135,illegal
2503,2963,32.91892419,24.09725984,1,0,1135,illegal
2504,2964,32.91886535,24.09716508,1,724521,1135,water
2505,2965,32.91895994,24.0971678,1,719993,1135,water
2506,2966,32.91905302,24.09717277,1,718961,1135,water
2507,2967,32.91913267,24.0971839,1,717946,1135,water
2508,2968,32.91921299,24.09720851,1,669415,1135,water
2509,2969,32.91930326,24.0972472,1,0,1135,illegal
2510,2970,32.91940476,24.0973021,1,0,1135,illegal
2511,2971,32.9196071,24.09739974,1,0,1135,non-user
2512,2972,32.91967777,24.09745339,1,0,1135,illegal
2513,2973,32.91975817,24.09749185,1,0,1135,illegal
2514,2974,32.91985599,24.09751464,1,0,1135,water
2515,2975,32.918776,24.09748128,1,0,1135,illegal
2516,2976,32.91867347,24.09748798,1,719985,1135,water
2517,2977,32.91859184,24.09750948,1,0,1135,illegal
2518,2978,32.91852635,24.09754247,1,33219,1135,water
2519,2979,32.91849896,24.0974691,1,27132,1135,water
2520,2980,32.91846154,24.097366,1,0,1135,illegal
2521,2981,32.91843404,24.09729228,1,69667,1135,water
2522,2982,32.91851439,24.09729102,1,725518,1135,water
2523,2983,32.91859614,24.0972688,1,24929,1135,water
2524,2984,32.91869446,24.09721881,1,719856,1135,water
2525,2985,32.91871849,24.09730079,1,0,1135,illegal
2526,2986,32.91874792,24.0973938,1,60937,1135,water
2527,2987,32.91930967,24.09762628,1,718906,1135,water
2528,2988,32.91967472,24.097845,1,0,1135,water
2529,2989,32.92002308,24.09781287,1,0,1135,illegal
2530,2990,32.92001175,24.09791136,1,716952,1135,water
2531,2991,32.92008199,24.09806779,1,0,1135,illegal
2532,2992,32.92019673,24.09811471,1,0,1135,illegal
2533,2993,32.92030503,24.09815896,1,716439,1135,water
2534,2994,32.9203758,24.09829731,1,0,1135,illegal
2535,2995,32.9203036,24.09836663,1,0,1135,illegal
2536,2996,32.92013397,24.09833245,1,725692,1135,water
2537,2998,32.91992084,24.09836806,1,0,1135,non-user
2538,2999,32.91986575,24.09836876,1,0,1135,non-user
2539,3000,32.91976737,24.09843426,1,0,1135,non-user
2540,3001,32.91978075,24.098296,1,725688,1135,water
2541,3002,32.91978855,24.09820616,1,0,1135,non-user
2542,3003,32.91979568,24.09812891,1,719984,1135,water
2543,3004,32.91990392,24.09820076,1,0,1135,illegal
2544,3005,32.92001487,24.09828914,1,0,1135,non-user
2545,3006,32.92014638,24.0982518,1,0,1135,non-user
2546,3010,32.91953274,24.09840813,1,0,1134,illegal
2547,3011,32.91955217,24.09829384,1,717377,1134,water
2548,3012,32.91937408,24.09839053,1,34269,1134,water
2549,3013,32.91928323,24.09840761,1,0,1134,illegal
2550,3014,32.91930754,24.09833744,1,0,1134,illegal
2551,3015,32.91936616,24.09825548,1,51532,1134,water
2552,3017,32.91940093,24.09815111,1,0,1134,illegal
2553,3018,32.91943062,24.09804882,1,522,1134,water
2554,3019,32.91946004,24.09796382,1,718801,1134,water
2555,3020,32.91925451,24.09781814,1,0,1134,illegal
2556,3023,32.91921025,24.09805849,1,625065,1134,water
2557,3024,32.91917349,24.09817996,1,0,1134,non-user
2558,3025,32.91914707,24.09828195,1,0,1134,non-user
2559,3026,32.91911442,24.09837776,1,0,1134,non-user
2560,3027,32.91913115,24.09849129,1,0,1134,illegal
2561,3028,32.9191035,24.09859625,1,73958,1134,water
2562,3029,32.91926553,24.09851169,1,46040,1134,water
2563,3030,32.9193313,24.09851404,1,0,1134,illegal
2564,3031,32.91942064,24.09852206,1,722229,1134,water
2565,3032,32.91951897,24.09852813,1,718861,1134,water
2566,3033,32.91943896,24.09858742,1,718914,1134,water
2567,3034,32.91941564,24.09863447,1,0,1134,illegal
2568,3035,32.91939051,24.09870066,1,718056,1134,water
2569,3036,32.91930611,24.09871767,1,719924,1134,water
2570,3037,32.91916164,24.09872512,1,0,1134,illegal
2571,3039,32.9190405,24.0986894,1,0,1134,illegal
2572,3040,32.91894554,24.09864697,1,74075,1134,water
2573,3041,32.91886738,24.09860921,1,74075,1134,water
2574,3042,32.91880072,24.09857796,1,718806,1134,water
2575,3044,32.91873768,24.09854833,1,52441,1134,water
2576,3045,32.91881657,24.09847754,1,0,1134,illegal
2577,3046,32.91883988,24.09844571,1,62425,1134,water
2578,3047,32.91886782,24.09840368,1,717390,1134,water
2579,3048,32.91897791,24.09852945,1,0,1134,illegal
2580,3049,32.91904227,24.09845388,1,0,1134,illegal
2581,3050,32.91900058,24.09832722,1,46002,1134,water
2582,3051,32.91892228,24.09829538,1,68438,1134,water
2583,3052,32.91900499,24.09822753,1,57348,1134,water
2584,3053,32.91903103,24.09817912,1,63461,1134,water
2585,3054,32.91907089,24.09811412,1,0,1134,illegal
2586,3055,32.91916565,24.09799771,1,0,1134,illegal
2587,3056,32.91921845,24.09790673,1,29503,1134,water
2588,3058,32.91903552,24.0977714,1,58497,1134,water
2589,3059,32.91901536,24.09786484,1,29092,1134,water
2590,3060,32.91897929,24.09796299,1,633937,1134,water
2591,3061,32.91891888,24.09806753,1,716662,1134,water
2592,3062,32.9188483,24.09817555,1,56649,1134,water
2593,3063,32.91878273,24.09827382,1,717394,1134,water
2594,3064,32.91870838,24.09833731,1,45630,1134,water
2595,3065,32.91870734,24.09825562,1,0,1134,illegal
2596,3066,32.91874972,24.09817568,1,30361,1134,water
2597,3067,32.91878664,24.09810379,1,48654,1134,water
2598,3068,32.9188225,24.09803247,1,0,1134,illegal
2599,3069,32.91885108,24.09795668,1,717397,1134,water
2600,3070,32.91888088,24.0978616,1,725658,1134,water
2601,3072,32.91890214,24.09775479,1,24681,1134,water
2602,3073,32.91888762,24.09764616,1,59207,1134,water
2603,3074,32.91901507,24.09765493,1,638219,1134,water
2604,3075,32.91869845,24.09772127,1,0,1135,illegal
2605,3076,32.91849298,24.09776237,1,718054,1135,water
2606,3077,32.91849031,24.09770068,1,49427,1135,water
2607,3078,32.91840858,24.09760053,1,0,1135,illegal
2608,3079,32.91872703,24.09788744,1,718975,1135,water
2609,3081,32.91863843,24.09798529,1,0,1135,illegal
2610,3083,32.91859534,24.09810177,1,0,0,
2611,3084,32.91856905,24.09822204,1,44070,1135,water
2612,3085,32.91855521,24.098301,1,30897,1135,water
2613,3086,32.91854394,24.0983822,1,29091,1135,water
2614,3087,32.91853581,24.09845603,1,0,1135,water
2615,3088,32.91852705,24.0985369,1,61398,1135,water
2616,3089,32.91850615,24.09871457,1,44252,1134,water
2617,3090,32.91849056,24.09882164,1,624808,1135,water
2618,3091,32.91839737,24.09883833,1,46144,1135,water
2619,3092,32.91826583,24.09882818,1,722255,1135,water
2620,3093,32.9181892,24.098782,1,63592,1135,water
2621,3094,32.91810835,24.09877834,1,722259,1135,water
2622,3095,32.91801659,24.09877295,1,0,1135,illegal
2623,3096,32.91791735,24.0987686,1,0,1135,illegal
2624,3097,32.9178223,24.09880601,1,56140,1135,water
2625,3098,32.91781443,24.09873011,1,44600,1134,water
2626,3099,32.91780455,24.09864876,1,673544,1134,water
2627,3100,32.91778999,24.09855826,1,63394,1134,water
2628,3101,32.91778851,24.0984608,1,49947,1134,water
2629,3102,32.91775682,24.09835797,1,27501,1134,water
2630,3103,32.9178272,24.09829274,1,44530,1134,water
2631,3105,32.91797213,24.09830243,1,65484,1134,water
2632,3107,32.91794482,24.0981384,1,56596,1134,water
2633,3108,32.91803979,24.09804616,1,717374,1135,water
2634,3110,32.9178384,24.09807621,1,23200,1135,water
2635,3111,32.91787166,24.09797877,1,23201,1135,water
2636,3112,32.91788848,24.09789883,1,0,1135,illegal
2637,3113,32.91806271,24.09795288,1,718785,1135,water
2638,3114,32.91813591,24.09786758,1,0,1135,illegal
2639,3115,32.91806315,24.09783606,1,0,1135,illegal
2640,3116,32.91798699,24.09781949,1,724550,1135,water
2641,3118,32.91792268,24.09776173,1,44292,1135,water
2642,3119,32.91793056,24.09766787,1,23233,1135,water
2643,3120,32.91788266,24.09757394,1,23197,1135,water
2644,3121,32.91799014,24.09758113,1,716654,1135,water
2645,3122,32.91811334,24.09754217,1,722279,1135,water
2646,3123,32.91799379,24.09747743,1,684640,1135,water
2647,3124,32.91789028,24.09747454,1,23147,1135,water
2648,3125,32.91789995,24.09738598,1,0,1135,illegal
2649,3126,32.91801459,24.09737816,1,45975,1135,water
2650,3127,32.9181184,24.09737026,1,0,1135,
2651,3128,32.91811046,24.09745882,1,0,1135,illegal
2652,3129,32.91811718,24.09763045,1,0,1135,illegal
2653,3130,32.91811902,24.09771469,1,0,1135,illegal
2654,3131,32.91811991,24.09778489,1,0,1135,water
2655,3132,32.9180912,24.09813387,1,0,1135,water
2656,3133,32.91806768,24.09819364,1,0,1135,water
2657,3134,32.91811532,24.09824237,1,0,1135,illegal
2658,3135,32.91811502,24.09829883,1,718829,1135,water
2659,3136,32.91811375,24.09836046,1,0,1135,illegal
2660,3137,32.91810701,24.09842104,1,614647,1135,water
2661,3138,32.91810717,24.09848931,1,0,1135,water
2662,3139,32.91800924,24.0984477,1,44580,1135,water
2663,3140,32.91793165,24.09843746,1,0,1135,non-user
2664,3144,32.91791331,24.09860401,1,0,1135,non-user
2665,3145,32.91800221,24.09861946,1,717951,1135,water
2666,3146,32.91815209,24.09862628,1,717112,1134,water
2667,3147,32.9182857,24.09875316,1,0,1135,illegal
2668,3148,32.91839748,24.09872906,1,718862,1135,water
2669,3149,32.91842923,24.09862828,1,0,1135,illegal
2670,3150,32.91843675,24.09853219,1,0,1134,non-user
2671,3151,32.91844866,24.09840305,1,717373,1135,water
2672,3152,32.91845591,24.09829545,1,0,1135,illegal
2673,3153,32.91845756,24.09822332,1,0,1135,illegal
2674,3154,32.91845681,24.09815384,1,0,1135,illegal
2675,3155,32.91845991,24.098075,1,0,1135,illegal
2676,3156,32.91846551,24.09799634,1,603846,1135,water
2677,3157,32.91847088,24.09793234,1,0,1135,illegal
2678,3158,32.91847202,24.09786672,1,11228,1135,water
2679,3159,32.91854684,24.09787531,1,0,1135,water
2680,3160,32.91865674,24.09788168,1,718823,1135,water
2681,3161,32.9182493,24.09734205,1,717396,1135,water
2682,3162,32.91828086,24.09750106,1,0,1135,illegal
2683,3163,32.9182901,24.09756992,1,57081,1135,water
2684,3164,32.91829652,24.0976346,1,0,1135,
2685,3165,32.91830222,24.0977198,1,61729,1135,water
2686,3166,32.91833796,24.09782154,1,451141,1135,water
2687,3167,32.91829596,24.09793176,1,0,1135,illegal
2688,3168,32.91833435,24.09804839,1,0,1135,illegal
2689,3169,32.91833368,24.09816332,1,45995,1135,water
2690,3170,32.91833483,24.09826217,1,0,1135,illegal
2691,3171,32.91833583,24.09835317,1,717370,1135,water
2692,3172,32.91833472,24.09842906,1,719959,1135,water
2693,3173,32.91832882,24.09851326,1,0,1135,illegal
2694,3174,32.91825945,24.09850811,1,717963,1135,water
2695,3175,32.91826196,24.09842975,1,717383,1135,water
2696,3176,32.91825774,24.0983582,1,0,1135,illegal
2697,3177,32.91825474,24.09826316,1,0,1135,illegal
2698,3178,32.91825126,24.09816537,1,717379,1135,water
2699,3179,32.91825011,24.09809039,1,0,1135,illegal
2700,3180,32.91824863,24.09802117,1,0,1135,illegal
2701,3182,32.91825757,24.09782325,1,0,1135,illegal
2702,3184,32.92008403,24.09851823,1,0,1134,illegal
2703,3185,32.91997914,24.09855108,1,722222,1134,water
2704,3186,32.91983964,24.09859473,1,718903,1134,water
2705,3187,32.91976105,24.09861831,1,0,1134,illegal
2706,3188,32.91963901,24.09866801,1,718055,1134,water
2707,3189,32.91954672,24.09871309,1,0,1134,illegal
2708,3190,32.919474,24.0988216,1,0,1134,illegal
2709,3191,32.91954766,24.09883397,1,0,1134,illegal
2710,3192,32.91972586,24.09881655,1,0,1134,non-user
2711,3193,32.91969084,24.09895894,1,718796,1134,water
2712,3194,32.91959906,24.09897324,1,716947,1134,water
2713,3195,32.919498,24.09898879,1,0,1134,illegal
